neighborhood,neighborhood_ascii,lat,lng,city_name,city_id,state_name,state_id,source,timezone,zips,county_fips,county_name,id
Rouge Park,Rouge Park,42.36151,-83.25381,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48228 48239,26163,Wayne,184000397111253
Plymouth-I96,Plymouth-I96,42.37572,-83.20727,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48227,26163,Wayne,184000397111254
Gateway Community,Gateway Community,42.38993,-83.08943,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48202,26163,Wayne,184000397111255
Waterworks Park,Waterworks Park,42.35796,-82.97869,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48214,26163,Wayne,184000397111256
Grant,Grant,42.42703,-83.03259,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48234 48212,26163,Wayne,184000397111257
Greenfield Park,Greenfield Park,42.42437,-83.09718,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48203,26163,Wayne,184000397111258
Pembroke,Pembroke,42.43968,-83.15736,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48221,26163,Wayne,184000397111259
Mapleridge,Mapleridge,42.42809,-82.97011,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48205,26163,Wayne,184000397111260
Eden Gardens,Eden Gardens,42.4147,-82.98357,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48205 48213,26163,Wayne,184000397111261
Wade,Wade,42.40554,-82.98587,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48213,26163,Wayne,184000397111262
Ravendale,Ravendale,42.40073,-82.98197,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48213,26163,Wayne,184000397111263
Gratiot-Findlay,Gratiot-Findlay,42.41562,-82.99507,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48205 48213,26163,Wayne,184000397111264
Outer Drive-Hayes,Outer Drive-Hayes,42.41173,-82.96312,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48213 48224,26163,Wayne,184000397111265
Moross-Morang,Moross-Morang,42.4276,-82.94241,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48224,26163,Wayne,184000397111266
Gratiot-Grand,Gratiot-Grand,42.36988,-83.01421,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48207 48214 48213,26163,Wayne,184000397111267
Chandler Park-Chalmers,Chandler Park-Chalmers,42.40006,-82.96005,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48213 48224,26163,Wayne,184000397111268
Mexicantown,Mexicantown,42.32105,-83.08524,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48216,26163,Wayne,184000397111269
South of Six,South of Six,42.41077,-83.28191,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48219,26163,Wayne,184000397111270
Oak Grove,Oak Grove,42.41802,-83.26944,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48219,26163,Wayne,184000397111271
Miller Grove,Miller Grove,42.41273,-83.24298,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48219,26163,Wayne,184000397111272
Melvern Hill,Melvern Hill,42.42577,-83.26378,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48219,26163,Wayne,184000397111273
Evergreen Lahser 7/8,Evergreen Lahser 7/8,42.43642,-83.24884,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48219,26163,Wayne,184000397111274
O'Hair Park,O'Hair Park,42.43689,-83.22932,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48219,26163,Wayne,184000397111275
Crary/St Marys,Crary/St Marys,42.40854,-83.20875,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48227 48235,26163,Wayne,184000397111276
Greenfield-Grand River,Greenfield-Grand River,42.39089,-83.20362,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48227,26163,Wayne,184000397111277
Cadillac Community,Cadillac Community,42.38905,-83.19399,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48227,26163,Wayne,184000397111278
Seven Mile-Rouge,Seven Mile-Rouge,42.43127,-83.27321,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48219,26163,Wayne,184000397111279
Evergreen-Outer Drive,Evergreen-Outer Drive,42.42259,-83.22874,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48219,26163,Wayne,184000397111280
Bentler-Pickford,Bentler-Pickford,42.42217,-83.24815,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48219,26163,Wayne,184000397111281
Hubbell-Puritan,Hubbell-Puritan,42.41264,-83.19206,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48235,26163,Wayne,184000397111282
Hubbell-Lyndon,Hubbell-Lyndon,42.40023,-83.17898,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48227 48238,26163,Wayne,184000397111283
Grand River-St Marys,Grand River-St Marys,42.39841,-83.20541,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48227,26163,Wayne,184000397111284
Mount Olivet,Mount Olivet,42.42688,-83.01601,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48234,26163,Wayne,184000397111285
Schoolcraft-I96,Schoolcraft-I96,42.38295,-83.21068,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48227 48223,26163,Wayne,184000397111286
Greektown,Greektown,42.33523,-83.04141,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48226,26163,Wayne,184000397111287
Cadillac Heights,Cadillac Heights,42.422,-83.07831,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48212 48203,26163,Wayne,184000397111288
Butler,Butler,42.44385,-83.07567,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48234,26163,Wayne,184000397111289
Pershing,Pershing,42.43683,-83.06988,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48234,26163,Wayne,184000397111290
Franklin,Franklin,42.43491,-82.98271,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48205,26163,Wayne,184000397111291
Conner Creek,Conner Creek,42.44487,-83.00559,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48205 48234,26163,Wayne,184000397111292
Nolan,Nolan,42.43984,-83.09292,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48234 48203,26163,Wayne,184000397111293
Sherwood,Sherwood,42.44269,-83.03321,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48234,26163,Wayne,184000397111294
Harmony Village,Harmony Village,42.41276,-83.17673,Detroit,1840003971,Michigan,MI,polygon,America/Detroit,48238 48235,26163,Wayne,184000397111295
Fourth Ward,Fourth Ward,29.75712,-95.38077,Houston,1840020925,Texas,TX,polygon,America/Chicago,77019,48201,Harris,184002092511100
Second Ward,Second Ward,29.75096,-95.32794,Houston,1840020925,Texas,TX,polygon,America/Chicago,77003 77011,48201,Harris,184002092511101
Downtown,Downtown,29.75669,-95.3591,Houston,1840020925,Texas,TX,polygon,America/Chicago,77003 77002 77010,48201,Harris,184002092511102
Clinton Park Tri-Community,Clinton Park Tri-Community,29.7484,-95.26271,Houston,1840020925,Texas,TX,polygon,America/Chicago,77029,48201,Harris,184002092511103
Greater Uptown,Greater Uptown,29.75655,-95.47561,Houston,1840020925,Texas,TX,polygon,America/Chicago,77056 77024 77057,48201,Harris,184002092511104
Greater Inwood,Greater Inwood,29.87441,-95.48118,Houston,1840020925,Texas,TX,polygon,America/Chicago,77086 77088 77040 77091,48201,Harris,184002092511105
Greater Hobby Area,Greater Hobby Area,29.62965,-95.27805,Houston,1840020925,Texas,TX,polygon,America/Chicago,77061 77075,48201,Harris,184002092511106
Golfcrest / Bellfort / Reveille,Golfcrest / Bellfort / Reveille,29.6729,-95.29451,Houston,1840020925,Texas,TX,polygon,America/Chicago,77061 77087,48201,Harris,184002092511107
Eldridge / West Oaks,Eldridge / West Oaks,29.74173,-95.66704,Houston,1840020925,Texas,TX,polygon,America/Chicago,77450 77082 77077,48201,Harris,184002092511108
Washington Avenue Coalition / Memorial Park,Washington Avenue Coalition / Memorial Park,29.77118,-95.4184,Houston,1840020925,Texas,TX,polygon,America/Chicago,77007 77024,48201,Harris,184002092511109
Greater Fifth Ward,Greater Fifth Ward,29.77766,-95.33001,Houston,1840020925,Texas,TX,polygon,America/Chicago,77026 77020,48201,Harris,184002092511110
Denver Harbor / Port Houston,Denver Harbor / Port Houston,29.76637,-95.29395,Houston,1840020925,Texas,TX,polygon,America/Chicago,77029 77020,48201,Harris,184002092511111
Pleasantville Area,Pleasantville Area,29.77797,-95.27518,Houston,1840020925,Texas,TX,polygon,America/Chicago,77029,48201,Harris,184002092511112
Northshore,Northshore,29.77998,-95.22075,Houston,1840020925,Texas,TX,polygon,America/Chicago,77015 77013,48201,Harris,184002092511113
Lazybrook / Timbergrove,Lazybrook / Timbergrove,29.7978,-95.43753,Houston,1840020925,Texas,TX,polygon,America/Chicago,77008 77092,48201,Harris,184002092511114
Greater Heights,Greater Heights,29.79733,-95.39735,Houston,1840020925,Texas,TX,polygon,America/Chicago,77009 77007 77008,48201,Harris,184002092511115
Kashmere Gardens,Kashmere Gardens,29.80272,-95.32248,Houston,1840020925,Texas,TX,polygon,America/Chicago,77028 77026,48201,Harris,184002092511116
Minnetex,Minnetex,29.61591,-95.32582,Houston,1840020925,Texas,TX,polygon,America/Chicago,77048,48201,Harris,184002092511117
Near Northside,Near Northside,29.79689,-95.36091,Houston,1840020925,Texas,TX,polygon,America/Chicago,77009 77022,48201,Harris,184002092511118
Spring Branch East,Spring Branch East,29.80294,-95.47724,Houston,1840020925,Texas,TX,polygon,America/Chicago,77055 77092,48201,Harris,184002092511119
Spring Branch North,Spring Branch North,29.82112,-95.54367,Houston,1840020925,Texas,TX,polygon,America/Chicago,77043 77080,48201,Harris,184002092511120
El Dorado / Oates Prairie,El Dorado / Oates Prairie,29.80566,-95.24599,Houston,1840020925,Texas,TX,polygon,America/Chicago,77013,48201,Harris,184002092511121
Spring Branch Central,Spring Branch Central,29.81287,-95.51428,Houston,1840020925,Texas,TX,polygon,America/Chicago,77080 77055,48201,Harris,184002092511122
Hunterwood,Hunterwood,29.81751,-95.21516,Houston,1840020925,Texas,TX,polygon,America/Chicago,77049,48201,Harris,184002092511123
Settegast,Settegast,29.81721,-95.27905,Houston,1840020925,Texas,TX,polygon,America/Chicago,77028,48201,Harris,184002092511124
Langwood,Langwood,29.82641,-95.49093,Houston,1840020925,Texas,TX,polygon,America/Chicago,77080 77092,48201,Harris,184002092511125
Independence Heights,Independence Heights,29.82917,-95.39606,Houston,1840020925,Texas,TX,polygon,America/Chicago,77022 77018,48201,Harris,184002092511126
Central Northwest,Central Northwest,29.8291,-95.44486,Houston,1840020925,Texas,TX,polygon,America/Chicago,77018 77092,48201,Harris,184002092511127
Trinity / Houston Gardens,Trinity / Houston Gardens,29.82812,-95.30802,Houston,1840020925,Texas,TX,polygon,America/Chicago,77028 77016,48201,Harris,184002092511128
Carverdale,Carverdale,29.85509,-95.55028,Houston,1840020925,Texas,TX,polygon,America/Chicago,77041,48201,Harris,184002092511129
Eastex - Jensen,Eastex - Jensen,29.84652,-95.34254,Houston,1840020925,Texas,TX,polygon,America/Chicago,77093,48201,Harris,184002092511130
East Houston,East Houston,29.84311,-95.25775,Houston,1840020925,Texas,TX,polygon,America/Chicago,77028 77078,48201,Harris,184002092511131
Acres Home,Acres Home,29.8641,-95.43627,Houston,1840020925,Texas,TX,polygon,America/Chicago,77088 77091,48201,Harris,184002092511132
Northside/Northline,Northside/Northline,29.85413,-95.38193,Houston,1840020925,Texas,TX,polygon,America/Chicago,77022 77037 77076,48201,Harris,184002092511133
Hidden Valley,Hidden Valley,29.89151,-95.41732,Houston,1840020925,Texas,TX,polygon,America/Chicago,77088,48201,Harris,184002092511134
East Little York / Homestead,East Little York / Homestead,29.87178,-95.29704,Houston,1840020925,Texas,TX,polygon,America/Chicago,77016 77050,48201,Harris,184002092511135
Willowbrook,Willowbrook,29.95392,-95.54302,Houston,1840020925,Texas,TX,polygon,America/Chicago,77064 77070,48201,Harris,184002092511136
Greater Greenspoint,Greater Greenspoint,29.94044,-95.41006,Houston,1840020925,Texas,TX,polygon,America/Chicago,77060 77067 77037,48201,Harris,184002092511137
IAH Airport,IAH Airport,29.97316,-95.3235,Houston,1840020925,Texas,TX,polygon,America/Chicago,77032 77396 77338,48201,Harris,184002092511138
Kingwood,Kingwood,30.05107,-95.19854,Houston,1840020925,Texas,TX,polygon,America/Chicago,77345 77339,48201,Harris,184002092511139
Lake Houston,Lake Houston,29.98331,-95.14911,Houston,1840020925,Texas,TX,polygon,America/Chicago,77044 77346 77532 77336 77338,48201,Harris,184002092511140
Fairbanks / Northwest Crossing,Fairbanks / Northwest Crossing,29.84935,-95.5126,Houston,1840020925,Texas,TX,polygon,America/Chicago,77041 77040 77092,48201,Harris,184002092511141
Westbranch,Westbranch,29.83807,-95.55961,Houston,1840020925,Texas,TX,polygon,America/Chicago,77041,48201,Harris,184002092511142
Sharpstown,Sharpstown,29.70385,-95.52495,Houston,1840020925,Texas,TX,polygon,America/Chicago,77036 77074,48201,Harris,184002092511143
Westwood,Westwood,29.67608,-95.55007,Houston,1840020925,Texas,TX,polygon,America/Chicago,77036 77074,48201,Harris,184002092511144
Fort Bend Houston,Fort Bend Houston,29.59361,-95.4869,Houston,1840020925,Texas,TX,polygon,America/Chicago,77053 77489,48157,Fort Bend,184002092511145
Fondren Gardens,Fondren Gardens,29.62524,-95.50307,Houston,1840020925,Texas,TX,polygon,America/Chicago,77085,48201,Harris,184002092511146
South Belt / Ellington,South Belt / Ellington,29.60848,-95.20514,Houston,1840020925,Texas,TX,polygon,America/Chicago,77089 77034 77075 77504,48201,Harris,184002092511147
South Acres / Crestmont Park,South Acres / Crestmont Park,29.62883,-95.35899,Houston,1840020925,Texas,TX,polygon,America/Chicago,77047 77048,48201,Harris,184002092511148
Brays Oaks,Brays Oaks,29.65475,-95.5258,Houston,1840020925,Texas,TX,polygon,America/Chicago,77035 77031 77071 77096,48201,Harris,184002092511149
Central Southwest,Central Southwest,29.63032,-95.43234,Houston,1840020925,Texas,TX,polygon,America/Chicago,77085 77047 77045 77053 77051,48201,Harris,184002092511150
Sunnyside,Sunnyside,29.65901,-95.36745,Houston,1840020925,Texas,TX,polygon,America/Chicago,77033 77051,48201,Harris,184002092511151
Alief,Alief,29.68632,-95.58639,Houston,1840020925,Texas,TX,polygon,America/Chicago,77072 77099,48201,Harris,184002092511152
Pecan Park,Pecan Park,29.70771,-95.28718,Houston,1840020925,Texas,TX,polygon,America/Chicago,77087 77012,48201,Harris,184002092511153
Clear Lake,Clear Lake,29.57833,-95.135,Houston,1840020925,Texas,TX,polygon,America/Chicago,77062 77598 77058 77059,48201,Harris,184002092511154
Westbury,Westbury,29.65377,-95.4823,Houston,1840020925,Texas,TX,polygon,America/Chicago,77035 77096,48201,Harris,184002092511155
Willow Meadows / Willowbend,Willow Meadows / Willowbend,29.66727,-95.44973,Houston,1840020925,Texas,TX,polygon,America/Chicago,77025 77035 77096,48201,Harris,184002092511156
Braeburn,Braeburn,29.68157,-95.51567,Houston,1840020925,Texas,TX,polygon,America/Chicago,77071 77074,48201,Harris,184002092511157
South Main,South Main,29.67287,-95.41807,Houston,1840020925,Texas,TX,polygon,America/Chicago,77054,48201,Harris,184002092511158
South Park,South Park,29.66832,-95.33313,Houston,1840020925,Texas,TX,polygon,America/Chicago,77033,48201,Harris,184002092511159
Astrodome Area,Astrodome Area,29.68793,-95.39497,Houston,1840020925,Texas,TX,polygon,America/Chicago,77054,48201,Harris,184002092511160
Greater Ost / South Union,Greater Ost / South Union,29.69347,-95.35321,Houston,1840020925,Texas,TX,polygon,America/Chicago,77021,48201,Harris,184002092511161
Park Place,Park Place,29.69604,-95.27154,Houston,1840020925,Texas,TX,polygon,America/Chicago,77017,48201,Harris,184002092511162
Meadowbrook / Allendale,Meadowbrook / Allendale,29.68848,-95.24675,Houston,1840020925,Texas,TX,polygon,America/Chicago,77017,48201,Harris,184002092511163
Medical Center,Medical Center,29.70865,-95.39335,Houston,1840020925,Texas,TX,polygon,America/Chicago,77004 77030,48201,Harris,184002092511164
Gulfton,Gulfton,29.71312,-95.48188,Houston,1840020925,Texas,TX,polygon,America/Chicago,77081,48201,Harris,184002092511165
Macgregor,Macgregor,29.71138,-95.36326,Houston,1840020925,Texas,TX,polygon,America/Chicago,77004 77021,48201,Harris,184002092511166
Gulfgate Riverview / Pine Valley,Gulfgate Riverview / Pine Valley,29.70683,-95.31748,Houston,1840020925,Texas,TX,polygon,America/Chicago,77023 77087,48201,Harris,184002092511167
Harrisburg / Manchester,Harrisburg / Manchester,29.71886,-95.26565,Houston,1840020925,Texas,TX,polygon,America/Chicago,77012,48201,Harris,184002092511168
University Place,University Place,29.71832,-95.40675,Houston,1840020925,Texas,TX,polygon,America/Chicago,77005 77006 77030 77098,48201,Harris,184002092511169
Westchase,Westchase,29.72698,-95.56668,Houston,1840020925,Texas,TX,polygon,America/Chicago,77042 77082,48201,Harris,184002092511170
Museum Park,Museum Park,29.72588,-95.3826,Houston,1840020925,Texas,TX,polygon,America/Chicago,77004,48201,Harris,184002092511171
Lawndale / Wayside,Lawndale / Wayside,29.72317,-95.30665,Houston,1840020925,Texas,TX,polygon,America/Chicago,77023 77011,48201,Harris,184002092511172
Greenway / Upper Kirby,Greenway / Upper Kirby,29.73237,-95.43431,Houston,1840020925,Texas,TX,polygon,America/Chicago,77005 77027 77046 77098,48201,Harris,184002092511173
Greater Third Ward,Greater Third Ward,29.72819,-95.35495,Houston,1840020925,Texas,TX,polygon,America/Chicago,77004 77204,48201,Harris,184002092511174
Mid West,Mid West,29.73329,-95.51292,Houston,1840020925,Texas,TX,polygon,America/Chicago,77063 77057,48201,Harris,184002092511175
Greater Eastwood,Greater Eastwood,29.73572,-95.3336,Houston,1840020925,Texas,TX,polygon,America/Chicago,77003 77023,48201,Harris,184002092511176
Midtown,Midtown,29.74225,-95.37533,Houston,1840020925,Texas,TX,polygon,America/Chicago,77002 77004 77006,48201,Harris,184002092511177
Braeswood,Braeswood,29.69298,-95.43259,Houston,1840020925,Texas,TX,polygon,America/Chicago,77025,48201,Harris,184002092511178
Meyerland,Meyerland,29.67929,-95.47762,Houston,1840020925,Texas,TX,polygon,America/Chicago,77096,48201,Harris,184002092511179
Edgebrook,Edgebrook,29.64266,-95.22709,Houston,1840020925,Texas,TX,polygon,America/Chicago,77034,48201,Harris,184002092511180
Magnolia Park,Magnolia Park,29.73874,-95.29382,Houston,1840020925,Texas,TX,polygon,America/Chicago,77011 77012,48201,Harris,184002092511181
Afton Oaks / River Oaks,Afton Oaks / River Oaks,29.74792,-95.43564,Houston,1840020925,Texas,TX,polygon,America/Chicago,77027 77019,48201,Harris,184002092511182
Briar Forest,Briar Forest,29.74919,-95.5744,Houston,1840020925,Texas,TX,polygon,America/Chicago,77042 77077,48201,Harris,184002092511183
Neartown - Montrose,Neartown - Montrose,29.74621,-95.39722,Houston,1840020925,Texas,TX,polygon,America/Chicago,77006 77019 77098,48201,Harris,184002092511184
Memorial,Memorial,29.77304,-95.58443,Houston,1840020925,Texas,TX,polygon,America/Chicago,77079 77024,48201,Harris,184002092511185
Spring Branch West,Spring Branch West,29.79884,-95.5606,Houston,1840020925,Texas,TX,polygon,America/Chicago,77043 77080 77055,48201,Harris,184002092511186
Addicks Park Ten,Addicks Park Ten,29.81315,-95.62979,Houston,1840020925,Texas,TX,polygon,America/Chicago,77043 77084,48201,Harris,184002092511187
Resort & Casino,Resort & Casino,36.17134,-115.14415,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89101,32003,Clark,184002036411100
Civic & Business,Civic & Business,36.1641,-115.14943,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89106 89101,32003,Clark,184002036411101
Fremont East,Fremont East,36.16712,-115.13225,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89101,32003,Clark,184002036411102
18b Las Vegas Arts,18b Las Vegas Arts,36.15877,-115.15169,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89104 89101,32003,Clark,184002036411103
Design District,Design District,36.15118,-115.16179,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89102,32003,Clark,184002036411104
Symphony Park,Symphony Park,36.16994,-115.15129,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89106,32003,Clark,184002036411105
Market Corridor,Market Corridor,36.16841,-115.15561,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89106,32003,Clark,184002036411106
Gateway,Gateway,36.15011,-115.15548,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89104 89102,32003,Clark,184002036411107
Founders,Founders,36.16151,-115.1354,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89104 89101,32003,Clark,184002036411108
Cashman,Cashman,36.17693,-115.135,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89101,32003,Clark,184002036411109
Las Vegas Medical,Las Vegas Medical,36.16501,-115.16494,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89106 89102,32003,Clark,184002036411110
The Lakes,The Lakes,36.13704,-115.29717,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89117,32003,Clark,184002036411111
Upland Alta,Upland Alta,36.16426,-115.22121,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89107,32003,Clark,184002036411112
Rock Springs,Rock Springs,36.18027,-115.24575,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89128,32003,Clark,184002036411113
Grandview,Grandview,36.22523,-115.31852,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89129,32003,Clark,184002036411114
Promenade @ The Meadows,Promenade @ The Meadows,36.16821,-115.21283,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89107,32003,Clark,184002036411115
Villa Del Sol,Villa Del Sol,36.21149,-115.24398,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89108,32003,Clark,184002036411116
The Rancho Alta Mira,The Rancho Alta Mira,36.2429,-115.21652,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89130,32003,Clark,184002036411117
Tolberts Mill,Tolberts Mill,36.30892,-115.26702,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89131,32003,Clark,184002036411118
Twilight North,Twilight North,36.30753,-115.2897,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89143,32003,Clark,184002036411119
Starfire Estates VI,Starfire Estates VI,36.2092,-115.20895,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89108,32003,Clark,184002036411120
Grand Teton Village,Grand Teton Village,36.30514,-115.31242,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89149,32003,Clark,184002036411121
Paradise Falls,Paradise Falls,36.27027,-115.22153,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89130,32003,Clark,184002036411122
Legends at Log Cabin,Legends at Log Cabin,36.33215,-115.27968,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89143,32003,Clark,184002036411123
San Moritz,San Moritz,36.17981,-115.25325,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89128,32003,Clark,184002036411124
Park 1 at Summerlingate,Park 1 at Summerlingate,36.16005,-115.28256,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89117,32003,Clark,184002036411125
Pacific Legends West,Pacific Legends West,36.19301,-115.25904,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89128,32003,Clark,184002036411126
Jade Park,Jade Park,36.23766,-115.23823,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89108,32003,Clark,184002036411127
Angel Point,Angel Point,36.16826,-115.27732,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89145,32003,Clark,184002036411128
Moreno Valley,Moreno Valley,36.28357,-115.27982,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89149,32003,Clark,184002036411129
Adagio,Adagio,36.18746,-115.26241,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89128,32003,Clark,184002036411130
The Mews,The Mews,36.18426,-115.11394,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89101,32003,Clark,184002036411131
Rodeo Drive Estates,Rodeo Drive Estates,36.1748,-115.27178,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89145,32003,Clark,184002036411132
Las Hadas,Las Hadas,36.23379,-115.24554,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89108,32003,Clark,184002036411133
Pacific Vintage,Pacific Vintage,36.19087,-115.32209,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89144,32003,Clark,184002036411134
La Posada,La Posada,36.19642,-115.26688,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89128,32003,Clark,184002036411135
Painted Desert,Painted Desert,36.2576,-115.25961,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89149,32003,Clark,184002036411136
Mira Villa,Mira Villa,36.17434,-115.29571,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89144,32003,Clark,184002036411137
Mello Street,Mello Street,36.28286,-115.21986,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89131,32003,Clark,184002036411138
Winchester,Winchester,36.19914,-115.25866,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89128,32003,Clark,184002036411139
Happy Valley,Happy Valley,36.18143,-115.06653,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89110,32003,Clark,184002036411140
Bristle Falls,Bristle Falls,36.28322,-115.31098,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89149,32003,Clark,184002036411141
Arville-Oakey,Arville-Oakey,36.15362,-115.19802,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89102,32003,Clark,184002036411142
Paul Culley,Paul Culley,36.18427,-115.22153,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89108,32003,Clark,184002036411143
Copperhead Hills,Copperhead Hills,36.22704,-115.30082,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89129,32003,Clark,184002036411144
Spinnaker Homes At Centennial Hills,Spinnaker Homes At Centennial Hills,36.28752,-115.29398,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89149,32003,Clark,184002036411145
Whisper Creek,Whisper Creek,36.31571,-115.27619,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89131,32003,Clark,184002036411146
James Down Towers,James Down Towers,36.167,-115.20949,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89107,32003,Clark,184002036411147
Torrey Pines,Torrey Pines,36.16372,-115.23839,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89107,32003,Clark,184002036411148
Santa Barbara,Santa Barbara,36.18377,-115.30058,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89134,32003,Clark,184002036411149
Meister Park North,Meister Park North,36.27981,-115.21356,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89131,32003,Clark,184002036411150
Northwest Area,Northwest Area,36.23051,-115.21607,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89130,32003,Clark,184002036411151
Westleigh,Westleigh,36.15421,-115.19052,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89102,32003,Clark,184002036411152
Lone Mountain Classics,Lone Mountain Classics,36.23557,-115.29431,Las Vegas,1840020364,Nevada,NV,polygon,America/Los_Angeles,89129,32003,Clark,184002036411153
