neighborhood,neighborhood_ascii,lat,lng,city_name,city_id,state_name,state_id,source,timezone,zips,county_fips,county_name,id
Atlanta University Center,Atlanta University Center,33.74947,-84.41125,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30314,13121,Fulton,184001366011100
Hunter Hills,Hunter Hills,33.75872,-84.43123,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30314,13121,Fulton,184001366011101
Bankhead,Bankhead,33.76901,-84.42452,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318 30314,13121,Fulton,184001366011102
English Avenue,English Avenue,33.7707,-84.41099,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318 30314,13121,Fulton,184001366011103
Adair Park,Adair Park,33.73117,-84.41083,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310,13121,Fulton,184001366011104
Mechanicsville,Mechanicsville,33.73805,-84.39768,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315 30312,13121,Fulton,184001366011105
Capitol Gateway,Capitol Gateway,33.74558,-84.3845,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30312,13121,Fulton,184001366011106
Grant Park,Grant Park,33.73748,-84.37062,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315 30312,13121,Fulton,184001366011107
Hammond Park,Hammond Park,33.67695,-84.40738,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011108
Capitol View,Capitol View,33.71705,-84.41463,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310,13121,Fulton,184001366011109
High Point,High Point,33.7166,-84.39588,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011110
Joyland,Joyland,33.71179,-84.39734,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011111
Betmar Lavilla,Betmar Lavilla,33.70666,-84.39809,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011112
The Villages At Carver,The Villages At Carver,33.71278,-84.39103,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011113
Fort Mcpherson,Fort Mcpherson,33.7071,-84.43455,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310,13121,Fulton,184001366011114
Venetian Hills,Venetian Hills,33.71663,-84.44355,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310 30311,13121,Fulton,184001366011115
Pomona Park,Pomona Park,33.70528,-84.45094,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011116
Fort Valley,Fort Valley,33.70006,-84.45102,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011117
Greenbriar,Greenbriar,33.68272,-84.49151,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331 30311,13121,Fulton,184001366011118
Laurens Valley,Laurens Valley,33.70975,-84.47866,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011119
Heritage Valley,Heritage Valley,33.70597,-84.50203,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011120
Ben Hill Acres,Ben Hill Acres,33.69408,-84.50842,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011121
Rue Royal,Rue Royal,33.68578,-84.50531,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011122
Ben Hill Pines,Ben Hill Pines,33.68347,-84.50824,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011123
Ben Hill Forest,Ben Hill Forest,33.6774,-84.50219,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011124
Deerwood,Deerwood,33.67645,-84.51131,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011125
Wildwood Forest,Wildwood Forest,33.68308,-84.53892,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011126
Fairway Acres,Fairway Acres,33.68569,-84.53925,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011127
Greenbriar Village,Greenbriar Village,33.70435,-84.54041,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011128
Niskey Lake,Niskey Lake,33.71561,-84.53135,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011129
Kings Forest,Kings Forest,33.70079,-84.51291,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011130
Whittier Mill Village,Whittier Mill Village,33.81163,-84.48235,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011131
Hills Park,Hills Park,33.80118,-84.44086,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011132
Bolton Hills,Bolton Hills,33.80137,-84.48429,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011133
Carver Hills,Carver Hills,33.79992,-84.46129,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011134
Almond Park,Almond Park,33.78654,-84.46224,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011135
Browns Mill Park,Browns Mill Park,33.68524,-84.382,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30354 30315,13121,Fulton,184001366011136
Swallow Circle/Baywood,Swallow Circle/Baywood,33.6929,-84.38523,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011137
Polar Rock,Polar Rock,33.69397,-84.39689,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011138
Sylvan Hills,Sylvan Hills,33.70574,-84.41593,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315 30310,13121,Fulton,184001366011139
Capitol View Manor,Capitol View Manor,33.71743,-84.40299,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310,13121,Fulton,184001366011140
Amal Heights,Amal Heights,33.7088,-84.39871,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011141
West Lake,West Lake,33.75895,-84.44188,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30314,13121,Fulton,184001366011142
Lakewood Heights,Lakewood Heights,33.70375,-84.3855,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011143
South Atlanta,South Atlanta,33.71531,-84.38526,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011144
Peachtree Heights East,Peachtree Heights East,33.82573,-84.38294,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305,13121,Fulton,184001366011145
Mt. Gilead Woods,Mt. Gilead Woods,33.69995,-84.50367,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011146
Meadowbrook Forest,Meadowbrook Forest,33.69258,-84.50308,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011147
Niskey Cove,Niskey Cove,33.7087,-84.52892,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011148
Oakcliff,Oakcliff,33.76168,-84.49806,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011149
Just Us,Just Us,33.75258,-84.42486,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30314,13121,Fulton,184001366011150
Bush Mountain,Bush Mountain,33.7275,-84.43204,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310,13121,Fulton,184001366011151
Briar Glen,Briar Glen,33.69694,-84.5033,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011152
Fairburn,Fairburn,33.69249,-84.52342,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011153
Ben Hill Terrace,Ben Hill Terrace,33.69999,-84.52176,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011154
Brandon,Brandon,33.8288,-84.41791,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30327,13121,Fulton,184001366011155
Poncey-Highland,Poncey-Highland,33.77033,-84.35692,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30307 30306,13121,Fulton,184001366011156
Inman Park,Inman Park,33.76072,-84.35647,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30307,13121,Fulton,184001366011157
Candler Park,Candler Park,33.76655,-84.3414,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30307,13089,DeKalb,184001366011158
Edgewood,Edgewood,33.75489,-84.34141,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30307 30317 30316,13089,DeKalb,184001366011159
Custer/Mcdonough/Guice,Custer/Mcdonough/Guice,33.71293,-84.35484,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30316 30315,13121,Fulton,184001366011160
Thomasville Heights,Thomasville Heights,33.70255,-84.35695,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011161
Norwood Manor,Norwood Manor,33.69758,-84.36319,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011162
South River Gardens,South River Gardens,33.66524,-84.36029,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30354,13121,Fulton,184001366011163
Blair Villa/Poole Creek,Blair Villa/Poole Creek,33.65449,-84.38148,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30354,13121,Fulton,184001366011164
Rosedale Heights,Rosedale Heights,33.67935,-84.37725,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30354,13121,Fulton,184001366011165
Lakewood,Lakewood,33.69329,-84.37368,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011166
Ridgedale Park,Ridgedale Park,33.85272,-84.35286,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30326 30319,13121,Fulton,184001366011167
Lindbergh/Morosgo,Lindbergh/Morosgo,33.82357,-84.36585,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30324,13121,Fulton,184001366011168
South Tuxedo Park,South Tuxedo Park,33.84578,-84.38593,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305,13121,Fulton,184001366011169
Buckhead Village,Buckhead Village,33.83926,-84.37417,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305,13121,Fulton,184001366011170
Lindridge/Martin Manor,Lindridge/Martin Manor,33.81693,-84.3554,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30324,13121,Fulton,184001366011171
Atkins Park,Atkins Park,33.77564,-84.35045,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30306,13121,Fulton,184001366011172
Piedmont Heights,Piedmont Heights,33.80523,-84.37116,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30324,13121,Fulton,184001366011173
Whitewater Creek,Whitewater Creek,33.87323,-84.44022,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30327,13121,Fulton,184001366011174
West Paces Ferry/Northside,West Paces Ferry/Northside,33.84614,-84.41852,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30327,13121,Fulton,184001366011175
Pleasant Hill,Pleasant Hill,33.85729,-84.43859,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30327,13121,Fulton,184001366011176
Ridgewood Heights,Ridgewood Heights,33.82594,-84.44616,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011177
Fernleaf,Fernleaf,33.81995,-84.44038,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011178
Westminster/Milmar,Westminster/Milmar,33.83663,-84.42564,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30327,13121,Fulton,184001366011179
Arden/Habersham,Arden/Habersham,33.83826,-84.40025,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305,13121,Fulton,184001366011180
Woodfield,Woodfield,33.82213,-84.41002,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30327,13121,Fulton,184001366011181
Springlake,Springlake,33.81393,-84.41138,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305 30318,13121,Fulton,184001366011182
Channing Valley,Channing Valley,33.80672,-84.41013,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011183
Collier Hills,Collier Hills,33.80769,-84.40491,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011184
Colonial Homes,Colonial Homes,33.81302,-84.39251,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30309,13121,Fulton,184001366011185
Cabbagetown,Cabbagetown,33.74994,-84.36569,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30316 30312,13121,Fulton,184001366011186
Reynoldstown,Reynoldstown,33.75033,-84.35534,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30307 30316,13121,Fulton,184001366011187
Ormewood Park,Ormewood Park,33.73447,-84.35454,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30316,13121,Fulton,184001366011188
Woodland Hills,Woodland Hills,33.72128,-84.35217,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30316,13121,Fulton,184001366011189
Benteen Park,Benteen Park,33.71587,-84.36414,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315 30312,13121,Fulton,184001366011190
Boulevard Heights,Boulevard Heights,33.72397,-84.36384,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30316 30312,13121,Fulton,184001366011191
Rebel Valley Forest,Rebel Valley Forest,33.68616,-84.3569,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011192
Leila Valley,Leila Valley,33.68814,-84.35792,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011193
Cascade Avenue/Road,Cascade Avenue/Road,33.72744,-84.44956,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011194
Oakland City,Oakland City,33.72549,-84.42674,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310,13121,Fulton,184001366011195
Campbellton Road,Campbellton Road,33.70147,-84.46456,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011196
Southwest,Southwest,33.70459,-84.48792,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011197
Adams Park,Adams Park,33.71394,-84.46168,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011198
Mellwood,Mellwood,33.68676,-84.5077,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011199
Tampa Park,Tampa Park,33.67906,-84.50853,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011200
Brentwood,Brentwood,33.67427,-84.50501,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011201
Lake Estates,Lake Estates,33.67796,-84.53365,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011202
Butner/Tell,Butner/Tell,33.68399,-84.53103,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011203
Elmco Estates,Elmco Estates,33.69184,-84.53117,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011204
Sandlewood Estates,Sandlewood Estates,33.70266,-84.54261,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011205
Ashley Courts,Ashley Courts,33.71851,-84.52388,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011206
Ben Hill,Ben Hill,33.67014,-84.5223,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011207
Berkeley Park,Berkeley Park,33.79677,-84.41189,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011208
Underwood Hills,Underwood Hills,33.80743,-84.4263,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011209
Riverside,Riverside,33.81315,-84.47243,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011210
Bolton,Bolton,33.8166,-84.45672,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011211
Blandtown,Blandtown,33.79211,-84.42231,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011212
Lincoln Homes,Lincoln Homes,33.80076,-84.47846,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011213
Scotts Crossing,Scotts Crossing,33.80256,-84.46839,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011214
West Highlands,West Highlands,33.79372,-84.45385,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011215
Rockdale,Rockdale,33.78569,-84.44166,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011216
Monroe Heights,Monroe Heights,33.79387,-84.48122,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011217
Brookview Heights,Brookview Heights,33.78586,-84.48341,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011218
Center Hill,Center Hill,33.77084,-84.46504,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318 30314,13121,Fulton,184001366011219
Bankhead Courts,Bankhead Courts,33.79324,-84.50216,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011220
Wisteria Gardens,Wisteria Gardens,33.75625,-84.51101,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011221
Baker Hills,Baker Hills,33.75898,-84.51975,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011222
Wilson Mill Meadows,Wilson Mill Meadows,33.75082,-84.52124,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011223
Orchard Knob,Orchard Knob,33.67131,-84.37698,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30354,13121,Fulton,184001366011224
Lenox,Lenox,33.84757,-84.3612,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30326,13121,Fulton,184001366011225
Peachtree Park,Peachtree Park,33.83833,-84.36507,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305 30326,13121,Fulton,184001366011226
Buckhead Forest,Buckhead Forest,33.84645,-84.3777,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305,13121,Fulton,184001366011227
Peachtree Heights West,Peachtree Heights West,33.83451,-84.38974,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305,13121,Fulton,184001366011228
Garden Hills,Garden Hills,33.8306,-84.37573,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305,13121,Fulton,184001366011229
Peachtree Hills,Peachtree Hills,33.81818,-84.38173,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305,13121,Fulton,184001366011230
Randall Mill,Randall Mill,33.8552,-84.42451,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30327,13121,Fulton,184001366011231
Kingswood,Kingswood,33.85498,-84.41248,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305 30327,13121,Fulton,184001366011232
Tuxedo Park,Tuxedo Park,33.85328,-84.39608,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305 30342,13121,Fulton,184001366011233
Margaret Mitchell,Margaret Mitchell,33.8353,-84.43588,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30327,13121,Fulton,184001366011234
Westover Plantation,Westover Plantation,33.82349,-84.44055,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011235
Cross Creek,Cross Creek,33.81867,-84.42588,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30327,13121,Fulton,184001366011236
Castlewood,Castlewood,33.83445,-84.41235,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30327,13121,Fulton,184001366011237
Argonne Forest,Argonne Forest,33.84151,-84.4037,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305,13121,Fulton,184001366011238
Wyngate,Wyngate,33.8323,-84.40076,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305,13121,Fulton,184001366011239
Peachtree Battle Alliance,Peachtree Battle Alliance,33.82324,-84.39965,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305,13121,Fulton,184001366011240
Memorial Park,Memorial Park,33.82037,-84.41311,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30305 30318,13121,Fulton,184001366011241
Wildwood (Npu-C),Wildwood (Npu-C),33.81532,-84.41806,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011242
Collier Hills North,Collier Hills North,33.81026,-84.39979,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30309,13121,Fulton,184001366011243
Beecher Hills,Beecher Hills,33.73294,-84.46169,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310 30311,13121,Fulton,184001366011244
Westwood Terrace,Westwood Terrace,33.73655,-84.45193,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310,13121,Fulton,184001366011245
Harris Chiles,Harris Chiles,33.74378,-84.41899,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310,13121,Fulton,184001366011246
The Villages At Castleberry Hill,The Villages At Castleberry Hill,33.74713,-84.40837,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30314 30313,13121,Fulton,184001366011247
Mozley Park,Mozley Park,33.75092,-84.43544,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30314,13121,Fulton,184001366011248
Washington Park,Washington Park,33.7589,-84.42122,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30314,13121,Fulton,184001366011249
Knight Park/Howell Station,Knight Park/Howell Station,33.78153,-84.42425,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011250
Vine City,Vine City,33.75906,-84.41013,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30314,13121,Fulton,184001366011251
Pittsburgh,Pittsburgh,33.72787,-84.40208,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315 30310,13121,Fulton,184001366011252
Peoplestown,Peoplestown,33.72687,-84.38663,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315,13121,Fulton,184001366011253
Summerhill,Summerhill,33.7375,-84.38628,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30315 30312,13121,Fulton,184001366011254
Castleberry Hill,Castleberry Hill,33.74888,-84.40104,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30303 30313,13121,Fulton,184001366011255
Sweet Auburn,Sweet Auburn,33.75435,-84.376,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30312,13121,Fulton,184001366011256
Marietta Street Artery,Marietta Street Artery,33.7748,-84.40519,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318 30313,13121,Fulton,184001366011257
Sherwood Forest,Sherwood Forest,33.80098,-84.38195,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30309,13121,Fulton,184001366011258
Loring Heights,Loring Heights,33.79655,-84.4031,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30309 30318,13121,Fulton,184001366011259
Brookwood Hills,Brookwood Hills,33.80621,-84.38877,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30309,13121,Fulton,184001366011260
Old Gordon,Old Gordon,33.76806,-84.51247,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011261
Mays,Mays,33.74171,-84.50254,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011262
Harvel Homes Community,Harvel Homes Community,33.75934,-84.46751,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011263
Penelope Neighbors,Penelope Neighbors,33.7531,-84.4513,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30314,13121,Fulton,184001366011264
Dixie Hills,Dixie Hills,33.75842,-84.45603,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30314,13121,Fulton,184001366011265
Fairburn Heights,Fairburn Heights,33.77093,-84.50131,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011266
Adamsville,Adamsville,33.75907,-84.50258,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011267
Fairburn Road/Wisteria Lane,Fairburn Road/Wisteria Lane,33.75079,-84.5131,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011268
Ridgecrest Forest,Ridgecrest Forest,33.74338,-84.52568,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011269
Wildwood (Npu-H),Wildwood (Npu-H),33.74378,-84.5182,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011270
Boulder Park,Boulder Park,33.74377,-84.52977,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30331,13121,Fulton,184001366011271
Westhaven,Westhaven,33.7567,-84.47588,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318 30311,13121,Fulton,184001366011272
Harland Terrace,Harland Terrace,33.75149,-84.47793,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011273
Peyton Forest,Peyton Forest,33.74363,-84.47908,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011274
East Ardley Road,East Ardley Road,33.72915,-84.49306,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011275
West Manor,West Manor,33.73689,-84.49468,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011276
Audobon Forest West,Audobon Forest West,33.72599,-84.48096,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011277
Cascade Heights,Cascade Heights,33.7197,-84.48165,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011278
Westview,Westview,33.7403,-84.43968,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310,13121,Fulton,184001366011279
West End,West End,33.73785,-84.42387,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310,13121,Fulton,184001366011280
Ashview Heights,Ashview Heights,33.75012,-84.42188,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30314 30310,13121,Fulton,184001366011281
Collier Heights,Collier Heights,33.77116,-84.48374,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30318,13121,Fulton,184001366011282
Ivan Hill,Ivan Hill,33.74479,-84.48804,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011283
Chalet Woods,Chalet Woods,33.74626,-84.4729,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011284
Florida Heights,Florida Heights,33.74884,-84.46353,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30310 30311,13121,Fulton,184001366011285
Green Acres Valley,Green Acres Valley,33.72902,-84.49945,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011286
Green Forest Acres,Green Forest Acres,33.73245,-84.49541,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011287
Magnum Manor,Magnum Manor,33.72403,-84.49208,Atlanta,1840013660,Georgia,GA,polygon,America/New_York,30311,13121,Fulton,184001366011288
